srid,dob,dod
JeteTo00,1944-09-08,
AndeRo00,1974-02-27,
WallWi20,1912-12-08,1993-01-03
ParkSi20,1977-10-31,
KillMi00,1993-05-10,
MannRo21,1981-12-04,
GibsGe20,1905-10-02,2004-08-19
MiesEd20,1925-10-14,2004-02-15
WidmCo20,1968-12-25,
RossGe20,1982-12-27,
ShepGa20,1977-01-04,
WillJo25,1965-03-16,
TiumCa20,1961-06-19,
LewiWi20,1958-01-16,
RobiTr02,1990-02-16,
ZimmJe20,1963-01-10,
JohnGe20,1935-09-18,1997-08-04
KwiaNi00,1993-05-26,
DaviTy20,1970-09-23,
TuggJu00,1990-01-14,
RasmRa21,1960-09-27,
DuboJi00,1954-10-25,
DrucJi00,1972-09-19,
CookCl20,1909-01-07,1983-11-24
LisbDo00,1941-01-15,
DennJo20,1978-12-13,
LuskBo20,1932-05-18,
HardCe20,1974-10-19,
HobbMa20,1966-11-07,
SellLa20,1963-02-24,
BouiKe20,1971-08-18,
MarqBo20,1935-05-01,2012-01-05
HirsBu20,1921-03-26,2000-01-28
HughHo20,1907-05-04,1963-12-27
SmitJi03,1988-07-26,
CrowJi20,1902-09-10,1986-01-15
PatrMi20,1952-09-06,2008-04-27
GreeJa20,1980-06-05,
CartSt20,1962-09-12,
AlexJo21,1955-11-12,
KindRa20,1975-04-04,
BowsCh20,1959-10-02,
nugenmik01,1982-03-02,
MiltEl20,1962-12-08,
CrofWi20,1910-02-28,1993-07-08
MoorBo01,1949-02-12,
BoswBr20,1965-03-09,
SaueGe20,1910-12-11,1994-02-05
IsaiSa20,1972-06-13,
KilgJo20,1943-12-03,
JaurDi00,1950-10-07,
BerrTi20,1951-09-23,
McDoBr20,1977-07-24,
KillCh00,1940-11-08,
KingEd20,1925-05-11,2006-09-18
TuttSt00,1982-08-08,
ArmsTr00,1965-10-05,
BaxtFr00,1971-06-14,
WillRo00,1973-08-15,
BradDa21,1963-03-02,
ColcJi00,1936-03-31,2004-05-16
CoxxNo20,1925-09-22,2008-04-28
StueMe20,1901-08-08,1980-10-00
NewsBi20,1948-03-02,
StenPa20,1918-07-12,2003-08-02
HudsDi00,1940-07-30,2016-03-02
BrooDe01,1988-05-29,
AdamSt20,1960-05-22,
DuttJo00,1951-02-06,
JennBr20,1978-07-15,
WillJo31,1902-01-07,1998-08-03
GoodMa01,1990-01-04,
HollDe00,1988-10-18,
WilhMa20,1981-02-02,
JonaMa20,1909-04-25,1987-01-15
RileBo21,1964-10-17,
HickEd20,1955-07-26,
SenoFr20,1921-02-15,1974-03-00
JackSt20,1942-12-08,
LeavFr20,1891-06-30,1953-05-29
BockCo20,1981-04-14,
ByrdRi20,1962-03-20,
JansVa20,1920-09-27,2008-10-01
WillMi20,1970-05-28,
NewsKe00,1980-03-05,
RobeBo20,1946-12-24,
HowaTr02,1994-04-29,
BrewRo20,1986-07-30,
LeexJa20,1917-03-28,
DecoTr00,1993-08-01,
gowinbri01,1976-06-03,
PresRo00,1972-06-23,
LekkBr20,1978-05-08,
HallDi00,1955-12-06,
DuckT.00,1981-02-17,
IronDa99,1982-10-09,
BrowPa00,1986-12-25,
EricHa21,1894-05-10,
WaltWa20,1948-10-15,
KimbGa20,1963-04-05,
GreeJo21,1920-04-21,2010-11-04
WileJa20,1920-04-18,2013-03-25
TopoTe20,1930-05-01,2017-06-05
RickHa20,1962-12-26,
MelvTo20,1897-04-21,
CarlJe00,1966-05-23,
TiceJo00,1960-06-22,
NugeDa20,1953-08-22,2001-10-18
SanfRi20,1957-01-09,
BrisVi00,1971-01-25,
ChavBa20,1951-03-22,
BoddLe20,1981-09-24,
BoguGe20,1906-02-10,1972-10-13
BattJa00,1983-10-01,
EiseJo20,1962-03-03,
StroDe20,1972-04-12,
AskeNa01,1991-08-20,
TomcMi00,1962-10-23,
MapoSt00,1991-03-05,
PataMi20,1922-08-12,2010-10-22
JoneGe20,1936-10-18,2008-01-03
CurrRo01,1979-05-28,
HodgDa00,1977-02-16,
ArchMi00,1972-10-14,
VaugCa00,1987-11-03,
WondBi20,1946-11-29,1994-04-11
BellYe20,1978-03-03,
MeadJi20,1914-02-28,1977-08-07
WhitMa99,1983-12-05,
EddsA.99,1987-09-18,
BuehDa44,1987-02-05,
PeasBr00,1964-10-08,
DyseZa00,1990-02-08,
FalaNe20,1913-03-19,1986-07-29
LewiJe20,1947-07-28,
HarrDo20,1954-02-08,
HawtMi20,1977-01-26,
MillHe00,1982-10-22,
WoodCa20,1964-10-22,
JackMa02,1990-01-11,
NienDo20,1982-02-16,
MillMi20,1959-12-29,
SimsTo20,1967-04-18,
DahlCr99,1985-06-17,
BrowAr20,1962-08-27,
FinkMi20,1950-12-24,
JohnLe23,1950-10-30,
WillNi00,1977-03-30,
GrayCa20,1971-06-26,
GermJo00,1975-08-11,
FursTo20,1918-04-26,2009-09-05
HubbDa20,1955-09-29,
WillDu00,1990-10-15,
PapaNi00,1935-05-18,2009-04-18
LearLe20,1918-08-22,1979-01-05
BoydBr20,1957-03-23,
WendJo21,1938-03-01,2008-11-05
CrocJo00,1992-02-16,
CockRo00,1991-08-06,
PoweDa00,1954-05-31,
HarpWi20,1950-07-30,
FranPh00,1957-01-10,
MarsDi20,1906-08-29,1968-01-20
CentLa00,1968-06-01,
MayxMa20,1958-01-01,
FergDu00,1954-04-21,
SnowCa20,1946-11-29,
CardCa20,1897-09-18,1953-04-22
BarkJe00,1950-07-18,
HullKe00,1961-01-13,2011-10-18
OffiTo20,1960-02-24,
LeeuJa20,1969-06-18,
SmitDe01,1959-02-03,
WymaDa20,1964-03-31,
TurlJo20,1912-11-20,1977-07-21
LurtBo20,1942-03-29,
StouKe00,1964-07-06,
LeexOu20,1956-06-14,
WillJo21,1896-03-03,1949-01-18
MurtGr20,1957-04-23,
WillTy21,1972-10-22,
MarcGi00,1927-01-02,
ReyeTu20,1977-10-28,
CurtTo00,1983-02-11,
GordRi00,1987-06-07,
JohnBr04,1988-08-13,
BradCa01,1992-08-15,
GranDa21,1965-09-17,
FarmGe01,1948-04-19,
RobiMa01,1955-06-28,
BeebDo00,1964-12-18,
GilmSt00,1990-09-19,
SmitJi23,1960-09-25,
MoffMi20,1963-07-28,
HayeWi99,1985-05-02,
MoblSt00,1965-09-15,
HeatLa00,1958-01-09,
BeckCl20,1896-03-13,
EveyDi20,1941-02-13,2013-05-23
SpeeDe20,1970-02-01,
AherDa20,1898-02-15,1963-08-31
BoydJe20,1961-09-18,2017-04-28
McBrOs00,1972-07-23,
SchwRa20,1908-02-28,1957-11-29
JohnRo03,1980-05-23,
BlanGe00,1927-09-17,2010-09-27
LucaMa01,1992-03-01,
GrifQu00,1981-01-12,
FergRe00,1994-03-24,
KingSt20,1951-06-10,
SommMi00,1934-10-09,
MarsAn20,1970-09-16,
IrviDa00,1993-08-18,
CaprRa20,1889-06-16,1980-09-19
VaugBi20,1902-01-10,1971-04-21
JonaCh20,1889-08-29,1989-03-09
CraiPa20,1965-02-02,
FairKa01,1994-01-29,
AzelJo20,1962-03-05,
AdamBi20,1950-02-04,
FinaJo20,1969-03-11,
EasoRo20,1918-07-31,1998-04-28
PiniBr00,1994-06-01,
MunsCa00,1994-12-27,
SistOt00,1946-09-18,
WillKa01,1993-05-04,
IhenCa00,1988-05-28,
McIlDa20,1943-01-12,
AlexVa00,1994-03-23,
ChesGe00,1942-09-11,2008-11-12
UnreTe20,1962-10-24,
SokoKr00,1991-09-24,
MathTe00,1967-06-07,
ConsIr20,1907-01-18,1966-05-14
HillHa00,1932-05-04,2013-03-21
GilcGe20,1928-01-19,1980-07-16
BryaMa00,1991-12-20,
BowiTo20,1966-10-03,
McKiTa00,1995-11-02,
HeywCr00,1966-09-26,2006-05-27
CartJa00,1982-09-15,
BateHo00,1991-12-28,
WillRo20,1962-10-02,
RenfJu00,1989-11-23,
PangHa20,1912-05-04,1968-01-01
WeatSe99,1987-12-29,
WebsLa00,1990-02-14,
ClarJe20,1983-11-05,
HowaEd20,1972-10-06,
CollMo20,1976-09-22,2014-10-26
EideEd20,1921-11-16,2017-01-29
StriJo20,1918-03-10,1992-09-16
KnacGl20,1901-03-29,1983-09-00
LeyvVi20,1977-12-18,
BrueBo00,1953-05-22,
ArbaFr00,1939-01-14,
HudsCh20,1971-10-06,
GreeJa02,1989-04-01,
LewiSi20,1964-05-30,
MillVe20,1908-05-11,1982-10-08
ForeBi00,1932-08-09,2007-04-27
SudfZa00,1989-04-18,
PerrRo00,1953-09-11,
YounLl20,1903-05-27,1978-07-10
IvorHo00,1954-08-08,
IvloJo20,1970-01-26,
WashCh20,1966-10-08,
StatRa20,1974-12-03,
MorrMa20,1925-03-13,1998-01-08
AlexRo22,1964-08-11,
ZiegDo00,1984-10-11,
JackMa00,1963-07-23,
HumbDi20,1918-12-31,2007-05-23
StinLe20,1966-05-10,
LeonTo20,1917-02-18,2002-07-19
ThelRy00,1973-04-06,
LeicJa20,1919-08-02,1992-05-18
stoyapet01,1967-04-28,
EverDe01,1992-02-22,
JohnCh00,1972-01-03,
BrowBu20,1961-04-19,
McLaCh20,1905-04-16,1983-03-06
JoneTo22,1972-02-16,
FlemZe00,1976-09-08,
ScalJo20,1907-03-22,1962-09-27
TurnGu20,1908-03-28,1975-10-04
SpeiDi20,1946-06-30,
CarrJo00,1994-04-13,
BariAd20,1898-06-04,1961-06-10
MeskZo99,1986-03-16,
MuggGa20,1921-02-19,1990-10-27
WhitAn20,1981-12-12,
HeldJa20,1900-05-02,1985-05-06
CarrDe00,1990-07-25,
GaryKe20,1959-09-14,
HuffDi00,1923-03-27,1992-09-13
PierDa00,1948-01-17,
DiamCh20,1936-07-19,
DaviSt01,1948-11-10,
MurpKe20,1963-09-08,
MitcFo20,1921-06-19,1952-09-24
HowaRo00,1951-03-03,
BryaBi20,1955-06-21,
HoesJo00,1989-07-04,
WinsPa20,1938-02-28,2012-05-10
ChamDa00,1937-08-26,
HarrAn22,1965-09-26,
HartMi20,1953-07-27,
SwenBo00,1953-07-01,
GilbFr20,1962-04-08,
ThomBr22,1960-08-14,2002-02-04
TepeLo20,1930-06-18,
ErlaTo20,1966-06-19,
SmitAl04,1989-09-25,
WillLe02,1994-06-20,
FairEr20,1964-02-17,
WendRy20,1986-03-04,
BynuRe20,1964-02-10,
VanPBr00,1980-07-03,
JackBr20,1975-01-11,
OdsoUr20,1918-11-17,1986-06-22
MateEd20,1907-11-06,1988-06-04
BaumZa00,1992-07-24,
FresNo00,1992-07-29,
IngrMa01,1989-12-21,
PittDa00,1958-04-03,
GoldTi20,1959-11-15,
GreeJo00,1937-10-12,
NaleTo00,1971-05-13,
AndeAn22,1973-06-04,
FedeCr20,1963-05-07,
TupaTo20,1966-02-06,
JoneJo22,1962-06-26,
GeatJu20,1960-06-26,
HarrEr00,1990-04-02,
NorrDa20,1963-11-30,
ZuzzTo20,1916-08-05,2002-04-07
WillCy20,1903-10-12,1965-09-28
ByrnBi20,1940-11-19,
LumpSe20,1970-01-04,
KarrLo20,1927-09-19,
JackSh00,1976-07-24,
DarbAm00,1994-02-01,
BreuBo00,1953-07-04,
MeekBr20,1926-01-16,2007-05-30
SimmLe20,1938-09-27,
GastBr00,1991-11-29,
ArnoJa20,1912-09-09,1982-04-08
WhitJa01,1948-10-06,
WeslBu20,1901-09-26,1980-01-09
GranRu20,1936-08-13,2015-10-20
BarnBi20,1956-05-10,
RobeTy20,1979-08-15,
RaglRe00,1993-09-24,
FerrRo20,1959-07-30,
NichHa20,1924-10-18,2013-07-06
JoneRo24,1969-04-22,
NorrJi20,1939-10-14,
JoneMa02,1990-03-12,
HendE.20,1980-08-03,
DensAl00,1942-01-02,
CodeRo20,1954-05-24,
SwaiBi20,1941-02-22,
JohnBi01,1952-01-21,
KrugJo00,1992-06-04,
RobiEd22,1970-04-13,
HeatDo20,1950-06-22,
HubbPa00,1985-06-12,
GallDa21,1959-02-16,
EckeEd20,1923-01-21,1990-01-04
TateRo01,1959-02-14,
MaxiBr20,1962-01-13,
CartM.20,1955-12-09,
BarnTo20,1972-03-14,
DaviTy21,1961-11-17,
HoagFr00,1944-01-28,
BrunDa20,1963-03-19,
SimpHo20,1942-12-14,
MackDe00,1934-10-16,2001-02-26
LeonJi20,1899-01-02,1979-02-02
McBrTr00,1992-12-01,
IrviBr00,1987-11-01,
WillBr22,1979-07-02,
SlecJe20,1980-05-12,
ReevDa00,1944-01-19,
FolaSp20,1973-04-05,
TurnRo22,1984-08-20,
BoneEr20,1919-07-27,2009-10-12
JohnHo20,1960-07-14,
LettLe00,1968-10-12,
NeilJi20,1913-05-09,1949-05-07
BendWe00,1970-08-02,
HallDa21,1959-10-23,
CommCh20,1958-03-28,
SteiBi21,1913-12-27,1973-11-26
SyndJe00,1969-11-11,
HenrWi00,1994-03-20,
JohnJe22,1957-08-23,
LedbMo00,1943-08-13,
ChicJo00,1982-11-20,
CombBi20,1920-06-29,1998-10-27
McCrHe20,1905-06-09,1981-05-11
SneaWi00,1992-10-17,
HayeRu20,1935-01-12,
WiggKe00,1988-08-08,
LandCh00,1992-09-14,
DaleJe20,1962-10-06,
StewGr00,1993-10-20,
DiMaJa00,1990-09-22,
NagiBi20,1898-03-15,1954-10-30
FordMi00,1990-05-27,
BentBi00,1989-05-16,
ClemBo20,1933-08-03,
FricRa20,1919-01-16,2005-03-02
AndeBe20,1977-02-17,
ButlBo21,1959-05-28,
YarbJi20,1963-11-20,
CulvAl20,1908-06-11,1982-02-07
ColeDe01,1991-01-27,
ClarDa00,1979-06-12,
RodgJo00,1951-07-05,
RiveHa20,1938-12-25,1996-12-23
LeSuJe20,1980-10-05,
DeckEr00,1987-03-15,
CruzRo00,1981-06-11,
SiliSe00,1990-04-26,
NyexBl00,1946-03-29,
RutlCr20,1964-01-30,
TraiLy00,1991-03-19,
HannDa00,1930-05-22,2008-09-11
JoneEd01,1988-01-11,
JaquPe00,1940-12-25,
MikeAn20,1929-11-01,2010-04-08
SapoJe00,1961-03-10,
JenkDa20,1982-12-31,
CarlZu20,1904-11-12,1986-02-11
BrowCh23,1963-07-16,
CrowAn20,1981-08-16,
BussAr20,1911-07-14,1998-03-23
HookJi00,1950-10-23,
CartCa20,1964-03-07,
EvanJa21,1983-08-22,
LambPa20,1937-09-01,2007-12-19
HowaAn20,1960-07-16,
KaneHe20,1920-12-24,1995-04-19
CrawJa00,1988-09-07,
JohnDa02,1960-05-17,
BahaPe20,1898-02-18,1977-05-01
SmitGe00,1990-10-10,
MillBr01,1986-09-15,
BellB.00,1994-10-31,
HarrCl20,1984-07-10,
GilkGa00,1990-07-08,
ChoiTa00,1984-11-20,
LaphDa20,1952-06-24,
KaerMo20,1902-09-07,1992-01-11
WykoLe20,1898-03-10,1974-04-30
FlemGe20,1938-06-29,
BryaCh02,1987-09-11,
ForsFr20,1944-07-04,
sunteian01,1952-12-21,
CappBo00,1942-12-13,
SmitRi00,1969-01-14,
AdamDa00,1990-01-05,
WillMa26,1940-06-28,2009-07-07
MrazMa20,1965-02-09,
WillKe25,1975-08-04,
WrigMi20,1982-03-01,
LeafGa20,1902-05-26,1990-03-20
RoyaEd00,1986-05-21,
MaulAr00,1993-07-13,
FrazLa20,1981-05-23,
OriaMi20,1948-05-26,
OMalJi20,1951-07-24,
ShieSa00,1987-12-08,
HarrPa21,1911-11-21,1996-04-17
MileRo00,1988-11-25,
GoebHa20,1964-11-01,
WeinTo20,1975-09-16,
WaltJo01,1935-12-15,
NoonKa00,1944-02-17,
DaviBr20,1953-02-09,
FoxxTe20,1918-07-06,1981-04-01
AtkiCo20,1976-11-11,
GaliWi00,1935-03-30,1964-07-27
GeatCl99,1987-12-11,
WateCh00,1948-09-10,
NelsSh20,1955-05-25,
JackGa00,1991-07-12,
EngeJo20,1976-10-18,
GallDu20,1961-11-07,
ClayRa00,1955-01-02,
TaylRo20,1960-11-14,
ReihGe20,1955-04-27,
ScotCe20,1977-10-19,
KersWi20,1983-12-15,
RobiVi00,1947-11-02,
NapiWa20,1933-08-27,2000-04-06
MaplBu20,1941-01-28,
KochAa20,1978-02-21,
LiddDa20,1935-12-10,
YounAn21,1963-10-08,
BrooCa00,1991-04-24,
ClauJa20,1981-04-07,
HarrAl20,1956-12-31,
DelpRo00,1965-11-02,
LoviDe00,1968-07-04,
CannJo00,1923-05-09,2002-09-28
LoweGa20,1934-05-04,2017-10-08
SchmAr20,1894-02-05,1967-12-20
MontAn20,1984-03-08,
HolsMi00,1958-01-08,
HareEd20,1957-05-30,
WillKe22,1958-01-07,1996-02-01
MitcBr20,1975-06-19,
CollPa22,1922-09-28,2012-07-16
PresRa20,1954-01-25,
LewiKe20,1981-10-20,
AndrGe20,1955-11-28,
TysoDi20,1943-01-05,
WinkDe20,1944-09-25,
JenkBi20,1974-07-08,
NobiTo00,1943-09-20,2017-12-13
NortJi00,1938-10-20,2007-06-13
WarrLa00,1973-01-04,
RichPe00,1934-01-14,2008-07-16
RobeLa21,1963-06-02,2016-12-05
FarrKe00,1928-12-23,2014-02-16
MedvRo20,1944-05-27,
GaitBo00,1938-02-26,
PalaLo21,1921-06-25,2007-01-07
DollDi20,1917-12-12,1959-05-30
TurlDo20,1918-11-25,1992-11-01
AspaEd20,1909-06-23,1986-03-14
TaylTr01,1979-03-30,
FoxxMi20,1967-08-05,
WashKe20,1972-12-18,
SpriJa00,1994-05-17,
MannRi20,1980-11-18,
KramJa20,1922-06-23,2004-08-14
WardDa20,1907-03-10,1982-03-00
HennTo20,1942-02-15,2012-07-22
CottMa20,1966-08-11,
WillRi20,1952-01-30,
AdibXa99,1984-10-18,
BarrAn00,1992-03-18,
WhitBo23,1971-10-18,
ScotPh20,1906-04-11,1975-01-01
PryoBa00,1946-03-04,
PeguWi20,1966-12-18,
ZomaEr20,1972-08-09,
McKnTe00,1954-02-26,
LewiKe00,1988-06-16,
HamiUh20,1973-03-14,
ClarCh20,1898-02-15,1960-05-31
PisaSt00,1953-11-10,
BiggVe00,1943-03-16,1994-06-07
PageMi00,1960-09-13,
RushCo00,1993-11-21,
DaviDo01,1980-10-01,
SawyJo00,1953-07-26,
RyanJa00,1992-02-27,
PeteCh20,1972-10-05,
BrowTi00,1966-07-22,
HaleDi20,1937-10-02,
PattCo00,1991-03-17,
CampBi20,1920-08-06,1974-10-00
NixoTa00,1991-02-07,
MurdGu20,1950-06-27,
MahoJo20,1900-12-22,1971-11-28
BarnKe99,1986-09-15,
StrzJu20,1968-08-18,2004-09-30
OMalTo20,1925-07-23,2011-06-11
AndeDa00,1979-07-17,
ElliMa21,1948-04-15,
HillKi00,1936-11-08,2012-07-14
JagaCh00,1926-12-09,1968-11-24
BlakEm00,1991-07-18,
CookCh99,1987-02-15,
oglesced01,1977-07-26,
MilaSc00,1973-01-25,
RobePe01,1992-12-12,
AmatKe20,1977-05-18,
DoheMe20,1896-04-21,1942-07-17
TomaAr20,1918-02-05,2005-05-25
GainCh20,1965-02-03,
CartKe01,1980-12-19,
JackBr00,1985-10-02,
AtkiGe99,1988-03-28,
CompCh20,1965-01-13,
CarrCo00,1990-02-18,
HortJa20,1980-02-16,
OBriBi20,1924-08-25,2005-05-08
HennJo20,1955-03-12,
MichMi20,1903-04-24,1983-10-26
PodoEd00,1947-09-01,
DImpRy00,1987-08-15,
BeckBr00,1964-12-31,1989-12-18
McHaTo20,1963-02-25,2008-05-25
FootCh20,1956-12-02,
PruiJa00,1964-01-29,
DonaDy00,1992-08-20,
DeanFr00,1952-02-24,
PennEl00,1993-08-17,
CarrDe01,1990-08-10,
BrowLa00,1949-06-16,
KrysJe20,1905-01-26,1989-10-11
AdamEd20,1941-11-02,
DennDa00,1991-10-10,
ChukPa20,1979-03-01,
DuffJo20,1967-07-31,
WilsMi21,1947-10-20,
HillHa20,1914-12-08,2003-03-26
CrawDe21,1960-09-03,
ButlDo99,1988-10-17,
LoveDa20,1976-05-22,
SteeCl20,1896-10-08,
HewkBo20,1960-06-08,
LingAd20,1960-11-02,
ThacAl20,1919-03-01,2001-06-16
MareOw00,1988-10-04,
MyleJe20,1960-09-28,2010-03-07
SamuCa20,1923-04-11,1995-08-17
AndeDa20,1969-01-11,
JoneBo20,1951-02-10,
ZuveMe20,1905-01-25,1969-03-25
SmitDa25,1964-01-18,2010-02-11
GablJo20,1906-04-16,1975-03-25
HollJo01,1985-02-18,
SlonPe20,1896-12-23,1962-08-00
JennTi20,1983-12-24,
StalDe20,1974-05-25,
JackPe20,1905-04-24,1973-06-22
WirgDe20,1947-09-20,2014-01-25
FrieBe20,1905-03-18,1982-11-23
ScroTr20,1969-09-11,
LyleGa20,1945-10-20,
RadeSc20,1962-06-14,
CindRa20,1949-10-29,
WickBo20,1950-07-24,
BuckBi20,1901-04-29,1979-06-20
TrapRi00,1946-09-21,
VernOl00,1990-10-07,
IsomJa00,1977-01-07,
CordJi00,1987-08-22,
DunaJi00,1941-09-03,
BoydMa20,1970-11-05,
DAddDa20,1961-07-13,2017-05-29
CookEm99,1988-01-20,
HergJo20,1936-06-07,2016-01-16
hajisali01,1961-01-11,
WarrMo20,1923-12-06,2002-04-09
PruePe20,1949-03-07,
WestEd00,1961-08-02,
BuetBa20,1950-10-28,
BurtSt00,1989-12-11,
HeinPe20,1893-05-02,1975-04-00
WileMa00,1974-11-30,
CashKe00,1969-08-07,
RobeTo21,1917-07-25,1998-05-03
AlexDa20,1955-06-17,
HurnAl01,1991-11-12,
StepLe00,1978-07-09,
ImlaTu20,1902-03-20,1976-03-20
PollRo00,1989-06-03,
WhitWi24,1955-04-28,1992-10-25
HazePa00,1990-05-09,
HoloMi20,1919-09-19,2008-01-27
HintMa00,1971-12-27,
HoodEs20,1955-11-14,
NedxDe00,1969-01-05,
OwenTe00,1973-12-07,
TongMa00,1984-02-28,
CaldAn00,1985-04-15,
McGoCo00,1993-04-27,
WeavRo00,1987-01-09,
DarlDe00,1982-04-16,
NovaJe20,1967-07-27,
BrooBu20,1971-01-22,
GrahEa00,1980-01-15,
YounRe20,1961-07-31,
FinkJi00,1927-08-31,1994-05-08
SchwKo00,1992-05-11,
SmitBr24,1920-02-08,1967-08-28
AndeBr23,1985-12-10,
SwanTe20,1944-01-08,
LenoCh00,1991-10-09,
CleaPa20,1922-02-07,1996-01-08
JohnCh02,1938-11-22,
NorwKe00,1989-09-23,
HuthJe20,1933-07-23,2011-02-11
LaufBa00,1959-12-05,
EconAn20,1982-06-24,
BragMi20,1946-09-26,
ContJo20,1940-10-09,
ClanSt20,1906-06-06,1965-09-24
RoweEu21,1958-02-15,
RaybVa20,1910-08-04,1991-06-15
MayeAl00,1975-06-04,
CverAn20,1937-11-06,2010-12-03
BingDw20,1961-08-05,
LaneFr00,1975-09-06,2000-07-06
WalkKe20,1967-04-06,
LawsAl20,1941-06-06,2004-02-15
JordRi20,1974-12-01,
ChilBr20,1982-10-21,
CaldBr20,1906-02-08,1959-02-15
WoodJe00,1973-03-17,
BeacWa20,1935-01-31,
MorrSt20,1971-12-28,
JackMo00,1953-07-14,
HillIk00,1976-04-05,
KinnLa00,1959-06-11,
BuieDr00,1947-07-12,
RobiBu20,1910-02-17,1962-12-08
OrtoGr00,1986-12-17,
BerrGa20,1977-10-24,
HornRo21,1949-08-16,
BundMi20,1939-06-24,2009-08-01
AlzaLy00,1949-04-03,1992-05-14
BushJa20,1984-05-21,
LongKy00,1988-12-05,
BrowFr00,1938-12-22,
IvorCh00,1988-03-22,
SimsCh00,1990-09-19,
DunaCr20,1961-03-27,
WillRo21,1977-05-29,
YounSc20,1981-07-15,
AndeJa00,1972-09-30,
CarvSh20,1971-02-12,
JohnJo02,1929-11-24,2011-06-03
RobiJo21,1959-02-14,
HelvCh20,1893-07-05,1964-09-12
RoseGe21,1904-07-11,1979-02-01
MeggDa01,1990-03-22,
BrooAa00,1976-03-24,
AjayJa00,1993-06-15,
WhitNi01,1991-05-16,
MoexT.00,1990-10-14,
RochPa00,1938-07-15,
ElliJi20,1944-08-18,
SmitAn21,1983-09-20,
MerkEl20,1917-04-13,1982-06-28
PickBr20,1968-05-09,
CoulTe00,1924-10-26,2007-10-02
LeexJa00,1939-07-11,2016-05-02
MussGe20,1910-04-08,2000-09-05
AlexCh00,1957-07-28,
JohnAn01,1952-10-18,2018-05-16
CoopTh00,1933-03-18,2008-02-14
LewiLa01,1993-11-09,
MitcJe20,1974-01-29,
TrimWa20,1944-12-10,
PennCa00,1956-03-18,
CobbR.20,1982-07-26,
CookKe20,1962-08-20,
MarsAl00,1951-01-07,
SmitMa24,1965-09-01,
HolmWa21,1902-12-05,1976-08-27
McFaJi00,1947-10-04,
MoslRu20,1918-07-22,1997-08-02
SmitJo20,1922-07-23,1978-04-08
HeapTo00,1980-03-16,
RoweHa20,1923-08-22,2002-01-26
WillJe00,1973-08-14,
ShooAl20,1899-03-12,
EdwaKe00,1964-07-19,
HumpDe20,1976-05-07,
SymoJo20,1978-05-08,
RobiGr00,1969-08-07,
JoneDo20,1969-03-26,
HaskJo20,1975-10-06,
RussKe00,1993-10-19,
MoonGe20,1896-02-22,1985-02-10
WoodCi00,1991-02-21,
HinkBr20,1959-06-04,
GrayMa00,1989-11-07,
BritWe20,1981-11-21,
WoodCh20,1962-07-19,
HareCe20,1919-03-02,1963-04-14
PerkBr00,1967-08-14,
BurnEd20,1954-12-07,
nittmbjo01,1966-07-26,
HoweDi20,1912-11-24,1971-03-02
BrowRu21,1980-07-18,
AndeKe00,1949-02-15,
WilsRa00,1992-08-19,
BlueTo20,1964-09-19,
HeenBe00,1992-05-13,
HarrTi00,1964-09-10,
ShanSi20,1971-10-16,2006-01-05
HandDi20,1922-05-22,2012-02-08
SteeJi20,1913-03-28,1983-11-23
McWiBi20,1910-11-28,1997-01-21
WebbJo00,1986-11-14,
DevlMi20,1969-11-16,
WafeCa20,1951-01-17,
AndeRo20,1942-11-11,
BowmBr00,1994-01-30,
NixxRo01,1992-03-30,
NorrJa20,1909-05-18,2008-05-18
KellJe20,1975-12-13,
RobiSt00,1962-02-19,2012-05-08
MileBu20,1888-12-10,1954-06-21
StupJo00,1984-07-27,
BlueFo00,1945-09-07,2011-07-16
McGeTe99,1980-10-14,
ZingKe20,1984-10-09,
KuykFu00,1953-06-10,
HarrJi21,1943-02-24,
SmitDo24,1949-05-25,
FlemJa00,1989-05-05,
NeilRy99,1982-12-12,
ButlVi99,1987-07-29,
StudAn99,1985-09-16,
TiptZu01,1990-04-27,2016-06-28
MawaKe00,1971-01-23,
RadeBi00,1942-05-13,2018-04-02
TuckBo00,1945-06-08,
GoodEa20,1901-01-21,1976-07-01
WilkBe20,1982-11-22,
McAlKe20,1960-04-15,
CatcTo20,1965-08-11,
MyhrSt20,1934-04-02,1994-08-04
HayeDa20,1896-03-24,1956-11-14
RogeCh21,1977-01-03,
ByrdBu00,1941-09-20,
PearWi20,1947-05-09,
CantRo20,1981-02-25,
ThorJo21,1976-10-02,
MincCh20,1969-12-16,
CarrFr00,1946-08-19,2018-02-19
CoopMa00,1990-02-01,
JustSt20,1984-05-26,
ZereAm00,1976-10-08,
DaviPa22,1925-03-21,1989-02-21
PierAa00,1969-09-06,
HuntPe20,1980-05-25,
NelsBe20,1979-08-21,
JoneJa02,1981-04-24,
AuguMi00,1956-07-17,
BeckJo20,1983-04-18,
HuntPa20,1964-10-24,
JohnRu01,1941-08-12,
WillDo01,1955-08-09,
StroKe20,1906-04-21,1979-10-05
LindMi00,1940-02-22,2002-10-25
ThomMi20,1977-02-11,
GillRo00,1940-10-14,1999-01-14
HuntDa23,1983-11-29,
JoneJu01,1981-08-14,
HamiAn01,1993-01-24,
MiscBo00,1932-10-25,2014-06-26
LockJe00,1989-09-27,
McCoWa20,1926-09-04,2005-04-03
WilcMi20,1960-03-20,
WatsDa20,1941-01-05,
ShieJo21,1964-04-30,
LloyBr00,1981-07-05,
